Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2810,350,12,108,25,2097,198,220,160,2997,WA1,ST29,2
2973,2,9,180,38,4956,208,224,153,1972,WA1,ST29,5
2701,90,14,150,7,1588,241,217,103,1608,WA3,ST11,2
2480,9,8,0,0,510,211,224,150,457,WA4,ST10,2
2743,59,13,90,28,1154,230,211,112,2287,WA3,ST31,2
3021,315,14,480,118,5435,181,228,186,1316,WA1,ST30,2
3383,149,18,0,0,2743,240,236,119,641,WA3,ST39,7
2949,333,5,0,0,1543,208,233,164,2120,WA3,ST33,1
3205,276,15,726,149,6194,179,242,202,1530,WA1,ST29,2
3018,2,16,124,31,1034,196,208,148,1976,WA3,ST32,2
3019,194,8,577,109,1844,219,247,162,2298,WA3,ST32,2
3177,4,23,577,61,1150,182,188,137,1664,WA3,ST24,1
3206,221,20,811,115,4087,192,254,193,972,WA3,ST33,2
3368,199,17,437,67,2962,212,252,170,1390,WA3,ST32,1
3157,38,8,210,-14,4901,220,222,136,2171,WA1,ST22,1
3451,112,9,808,166,2395,235,231,127,1263,WA1,ST35,1
2991,79,16,60,16,1913,239,210,96,3692,WA1,ST29,1
3103,288,5,342,66,2353,205,239,173,1177,WA3,ST32,2
2634,135,12,60,5,2315,239,235,124,2462,WA3,ST4,3
2689,159,7,210,36,1725,228,242,146,1148,WA3,ST11,2
2929,126,9,162,46,6009,235,234,130,4425,WA1,ST20,2
3288,164,18,391,106,1273,233,243,133,2467,WA3,ST32,2
2761,32,15,306,61,2249,216,205,122,2274,WA1,ST29,2
3083,212,12,30,-8,2844,210,251,175,1170,WA3,ST23,2
3147,74,11,297,33,2886,233,219,116,2850,WA3,ST32,2
3346,329,11,108,4,5040,193,227,173,3482,WA3,ST38,7
2749,72,2,42,-5,1929,221,235,151,2806,WA1,ST20,2
2500,44,20,258,98,738,220,191,97,778,WA3,ST10,2
3317,282,8,696,189,1261,198,241,182,2255,WA3,ST32,2
3210,18,1,371,29,5811,218,236,156,2277,WA1,ST22,2
2991,43,11,124,7,2767,222,215,126,1841,WA3,ST33,1
2160,4,29,124,43,1110,169,171,128,1158,WA4,ST10,3
2879,114,8,30,-2,1797,235,232,129,1917,WA3,ST23,2
3223,62,17,216,32,5684,232,202,95,1215,WA1,ST29,2
2813,296,12,190,55,2462,186,236,190,631,WA3,ST13,1
3255,305,19,190,60,5036,164,226,201,1412,WA1,ST29,2
2740,338,3,192,60,1574,214,235,160,2126,WA3,ST11,5
2919,50,7,313,91,918,224,224,135,2021,WA1,ST12,2
2997,323,2,268,39,3883,213,236,161,1361,WA1,ST29,2
2269,5,32,134,41,577,161,160,121,514,WA4,ST10,6
2943,48,12,277,16,2391,224,213,120,2311,WA1,ST29,2
3375,0,2,95,5,2601,216,234,156,2394,WA1,ST40,7
2762,341,16,30,4,3690,186,215,167,5611,WA1,ST29,1
3290,146,38,240,133,1293,241,205,56,860,WA3,ST39,7
2733,131,18,190,14,2089,246,228,104,2763,WA1,ST30,2
3213,20,14,85,17,2259,209,210,135,2440,WA1,ST29,1
2702,51,13,420,-45,1390,226,211,117,1873,WA1,ST30,2
2444,105,23,162,-5,671,251,205,69,488,WA4,ST1,3
2690,3,9,0,0,2491,209,224,153,4734,WA1,ST20,2
3084,323,24,531,34,3487,151,206,191,1590,WA3,ST39,2
3241,276,14,258,39,339,182,242,199,767,WA2,ST33,1
3030,176,21,283,21,2372,225,246,142,3101,WA3,ST33,2
2677,355,20,360,90,2252,183,201,152,1663,WA3,ST10,2
3211,135,1,742,43,3989,220,238,154,2160,WA1,ST19,1
3454,193,16,812,61,3383,216,251,164,342,WA3,ST38,1
2868,312,20,540,220,1140,162,221,197,1388,WA3,ST32,2
2435,19,19,319,110,1511,202,196,125,361,WA4,ST10,3
2854,45,12,60,10,4764,223,214,123,4577,WA1,ST29,2
2778,274,12,30,3,2160,187,243,195,1678,WA3,ST23,1
2888,160,5,379,40,2718,225,241,150,2393,WA1,ST23,2
2797,108,8,150,33,3210,235,231,128,5084,WA1,ST29,2
2789,137,19,391,135,1711,245,230,105,1019,WA1,ST30,2
3022,156,17,127,26,2163,237,240,128,1321,WA3,ST13,2
3059,224,15,390,54,5922,199,253,188,1760,WA1,ST29,2
2893,48,13,466,63,1684,224,211,119,2942,WA3,ST26,2
2898,15,7,67,7,1784,214,226,149,1539,WA3,ST32,5
2882,18,19,382,71,684,201,196,126,685,WA3,ST31,2
3097,343,16,255,58,2910,187,215,166,2405,WA3,ST31,1
3234,27,15,180,60,3451,212,206,127,2239,WA3,ST31,1
2877,346,17,85,9,2934,185,211,163,2151,WA1,ST29,2
2888,180,13,150,12,3522,224,248,153,3595,WA1,ST30,2
2814,105,13,42,11,1036,241,224,110,1931,WA1,ST29,1
3210,52,3,313,19,5808,221,233,149,3148,WA1,ST29,2
2904,352,12,150,39,2888,199,220,158,1974,WA1,ST29,2
3366,193,13,30,8,2555,218,250,163,457,WA3,ST35,7
2985,194,6,418,69,5442,219,245,161,1463,WA1,ST29,2
2126,24,29,228,-54,703,190,164,95,666,WA4,ST10,6
2174,141,20,0,0,1253,245,230,105,1041,WA4,ST4,4
3263,126,8,30,3,4351,234,235,132,2278,WA1,ST38,1
2608,61,12,319,56,787,230,215,117,663,WA1,ST12,2
3201,274,15,234,46,4004,179,243,203,1463,WA3,ST39,1
2888,20,18,90,18,1230,204,198,126,2014,WA3,ST33,2
2906,73,7,67,0,4843,229,226,131,4594,WA1,ST23,2
2553,144,7,0,0,1383,230,239,142,1321,WA3,ST2,3
2644,67,7,366,43,573,228,226,132,216,WA3,ST4,2
3074,107,13,175,30,3402,242,223,108,646,WA1,ST29,2
3300,2,15,402,113,1451,197,209,148,2630,WA1,ST23,1
3233,47,17,604,9,1121,224,201,107,2038,WA1,ST29,1
3132,0,13,240,78,3578,201,216,152,1537,WA3,ST31,1
3308,166,10,420,87,1053,229,244,145,1020,WA3,ST32,7
2300,305,23,180,98,1082,151,221,207,808,WA4,ST6,3
3487,96,24,481,53,2529,250,197,61,2234,WA1,ST40,1
1979,34,21,190,41,480,211,189,105,713,WA4,ST1,6
3097,52,27,150,16,3929,222,171,67,759,WA1,ST22,1
2825,174,24,446,37,1621,226,243,135,1542,WA3,ST4,2
3070,281,4,324,72,5764,209,240,169,4468,WA1,ST29,2
2058,196,24,127,41,577,207,251,166,384,WA4,ST1,3
2765,84,9,297,5,999,233,225,125,2493,WA1,ST29,1
2751,86,24,240,115,240,246,192,62,745,WA1,ST30,5
2846,297,1,124,16,2689,216,238,160,2586,WA1,ST12,2
2771,57,25,323,108,342,228,178,69,2188,WA1,ST29,5
3276,69,28,150,73,4816,236,173,50,150,WA1,ST22,1
3361,289,12,648,169,837,186,238,193,524,WA2,ST31,1
2762,357,16,0,0,3719,192,209,152,5716,WA1,ST30,2
2855,289,21,90,34,4119,155,232,215,700,WA1,ST29,2
3147,140,13,0,0,1356,239,236,125,2361,WA1,ST23,1
3081,13,9,90,10,1725,212,222,148,1744,WA1,ST29,2
3172,331,11,342,30,1050,195,227,171,2415,WA2,ST23,1
2961,317,9,175,33,3038,197,233,175,1300,WA3,ST31,2
3057,30,20,812,32,1798,209,191,110,2161,WA3,ST33,1
3121,333,6,577,-56,899,205,232,165,1061,WA2,ST23,1
3098,358,12,390,91,908,201,217,154,1263,WA3,ST32,2
3364,85,17,127,15,2777,242,210,92,1679,WA3,ST38,7
2811,301,12,192,53,1786,186,235,189,2818,WA1,ST29,2
3171,20,13,1130,302,2905,210,211,135,2181,WA3,ST24,2
3018,41,13,404,40,5333,221,210,122,6243,WA1,ST12,1
3125,315,5,0,0,4432,206,236,168,3479,WA1,ST22,1
3155,13,4,30,4,1298,215,231,152,384,WA3,ST21,1
2946,55,4,67,6,1766,222,231,145,510,WA3,ST32,1
2839,158,11,85,16,2656,232,242,140,2794,WA1,ST30,2
2514,79,7,30,-5,1158,230,227,130,1559,WA3,ST17,3
3245,150,17,162,14,4179,239,237,122,2326,WA1,ST23,1
3027,4,10,524,-6,6577,207,220,151,3636,WA1,ST29,1
3199,128,23,277,-120,433,250,219,84,3705,WA2,ST22,2
2897,115,7,0,0,3690,232,233,134,5038,WA1,ST20,1
3247,177,9,390,63,2992,225,245,154,858,WA3,ST32,2
2646,47,9,361,27,371,224,220,130,1798,WA1,ST12,2
3145,290,14,319,36,1308,180,237,197,2014,WA3,ST32,2
2756,125,6,170,25,2614,230,236,139,1860,WA1,ST12,2
2927,350,13,541,50,558,196,218,160,1034,WA3,ST24,1
2825,216,35,180,0,2489,164,247,197,1593,WA3,ST13,2
2961,89,12,120,25,2236,239,220,109,664,WA3,ST32,2
2391,131,10,268,104,1194,237,235,127,1071,WA4,ST2,3
2891,9,3,457,43,2724,216,233,154,2343,WA1,ST29,2
3128,190,10,408,76,218,220,248,161,658,WA3,ST32,2
2877,343,22,268,29,764,170,201,166,1301,WA3,ST33,2
2949,252,5,323,28,2131,208,244,173,2015,WA3,ST32,2
3242,70,7,190,8,3548,228,226,132,1812,WA1,ST38,7
3168,90,14,480,-6,3922,241,217,103,4345,WA1,ST23,1
3053,8,24,192,63,1595,185,185,130,1550,WA3,ST31,2
3223,54,13,492,80,569,227,212,116,1728,WA1,ST29,2
3182,31,6,124,20,3125,219,228,145,3510,WA1,ST22,1
3330,11,8,404,60,1825,211,223,148,2493,WA1,ST39,1
2952,225,3,0,0,1266,215,242,164,295,WA3,ST23,2
2716,10,33,30,20,1972,165,154,109,895,WA3,ST33,2
2939,76,15,534,112,1170,238,210,99,558,WA1,ST29,1
2909,75,14,390,237,1213,236,213,105,807,WA3,ST32,5
3073,99,8,175,16,3596,233,229,128,234,WA1,ST29,1
3093,35,11,309,7,3837,219,215,130,3709,WA1,ST29,1
3133,144,10,360,-20,2938,235,238,134,1106,WA3,ST32,2
2845,9,8,400,63,2619,211,224,150,3510,WA1,ST12,2
2938,123,13,127,35,3339,241,230,116,1813,WA1,ST30,2
3297,189,10,1082,135,2431,221,247,160,2059,WA3,ST31,1
2988,154,10,190,36,4380,232,241,139,2069,WA1,ST30,2
3216,124,24,361,-105,424,252,215,76,3939,WA2,ST22,2
2758,42,6,360,0,2448,221,226,140,5985,WA1,ST12,2
3234,71,17,270,-18,1648,237,204,92,2532,WA1,ST22,1
3011,28,6,598,51,1243,218,228,146,2363,WA1,ST29,2
2985,90,17,350,82,4370,243,211,92,4878,WA1,ST29,1
2841,128,29,95,38,4754,253,207,59,4736,WA1,ST30,2
2917,172,31,540,-19,3624,222,236,122,1403,WA3,ST13,2
2755,345,10,443,98,2737,200,224,163,1430,WA3,ST32,5
3260,14,14,420,57,2016,207,211,140,1082,WA3,ST31,1
3017,78,10,426,85,3159,234,221,118,830,WA3,ST32,1
2893,268,5,30,0,1879,206,242,175,850,WA3,ST19,2
3011,135,10,361,46,5275,236,236,131,6083,WA1,ST12,2
2687,329,11,0,0,2580,193,227,173,658,WA3,ST33,2
3072,259,13,170,30,3036,188,247,197,1570,WA3,ST13,1
3241,27,3,417,62,4397,218,232,151,2795,WA1,ST22,1
3177,197,9,175,5,2691,218,248,164,1155,WA3,ST32,1
3011,208,7,306,13,1894,215,247,167,811,WA3,ST31,2
2715,152,9,30,0,1358,232,240,140,2093,WA1,ST12,2
2112,290,33,42,17,785,112,215,233,658,WA4,ST10,3
2800,268,8,30,4,2207,199,243,184,2892,WA1,ST30,1
3381,101,8,42,2,2632,233,230,129,1296,WA3,ST39,7
2939,263,12,366,39,5519,189,246,196,5175,WA1,ST29,2
3277,45,2,503,119,5252,220,234,150,1738,WA1,ST29,1
3084,277,8,60,4,1381,198,242,183,1613,WA3,ST23,1
2843,60,18,150,41,150,231,199,94,726,WA1,ST29,1
2893,17,7,458,77,3703,214,225,147,3137,WA1,ST12,2
2955,120,13,108,23,4357,241,229,115,5320,WA1,ST29,2
3118,288,21,210,58,1440,157,233,214,2430,WA3,ST33,2
2123,120,32,95,57,371,254,196,43,641,WA4,ST1,3
2855,266,23,95,42,4135,154,242,223,685,WA1,ST29,2
2834,54,11,591,2,503,226,216,122,1179,WA3,ST11,2
2963,222,17,240,29,1478,197,254,189,1410,WA3,ST31,2
3132,107,24,458,196,1742,252,203,64,2856,WA3,ST33,1
2982,102,12,192,12,3715,239,225,114,1124,WA1,ST29,2
3161,114,9,366,31,509,236,231,125,5649,WA2,ST23,1
2519,40,4,175,1,679,220,231,148,5512,WA1,ST18,5
2864,198,24,361,18,1581,205,252,169,842,WA3,ST13,2
3103,75,5,234,4,4240,226,231,140,1463,WA1,ST22,1
2359,119,26,67,16,285,253,208,66,755,WA3,ST4,3
2207,95,16,60,10,765,244,214,94,1528,WA4,ST3,4
2625,59,24,30,14,1337,230,183,73,990,WA3,ST33,2
1938,345,26,240,87,212,159,189,161,808,WA4,ST5,6
3257,256,7,242,-17,2809,204,245,179,511,WA3,ST22,1
3095,35,11,361,24,2613,219,215,130,2821,WA3,ST32,2
2689,120,26,90,29,532,253,208,65,579,WA1,ST30,2
3235,306,11,391,9,5450,190,234,184,1739,WA1,ST22,1
2698,329,10,30,5,1463,197,229,171,2335,WA3,ST17,2
2858,54,17,85,29,900,228,202,102,277,WA1,ST30,5
3039,162,4,134,16,3059,223,240,152,1292,WA3,ST32,2
3121,212,10,541,54,3254,211,250,173,1869,WA3,ST31,2
3193,287,11,474,117,3092,190,240,189,1052,WA3,ST32,1
2993,295,13,108,23,2424,182,236,194,899,WA1,ST29,2
2990,180,9,120,4,1953,224,246,155,3891,WA1,ST23,1
2551,76,4,162,4,799,225,232,143,830,WA1,ST9,2
2671,61,8,0,0,2023,227,223,129,1786,WA3,ST17,6
3106,59,11,60,2,2897,228,216,119,1307,WA3,ST23,1
3168,32,8,400,73,4910,219,224,141,2052,WA1,ST29,1
2872,338,22,247,59,2881,168,204,172,1824,WA3,ST33,2
3406,313,8,382,38,1820,198,234,175,674,WA3,ST38,7
2820,25,34,30,22,4293,181,146,80,5214,WA1,ST29,2
2798,338,8,120,17,3129,204,229,165,6228,WA1,ST29,2
2583,18,9,0,0,1421,213,220,144,957,WA1,ST16,2
3268,225,15,426,132,912,198,253,189,4637,WA2,ST32,2
3286,76,19,300,71,1937,240,200,83,2268,WA1,ST38,1
2982,179,33,90,-32,1376,213,238,132,655,WA3,ST31,2
3142,25,32,218,61,4024,186,155,87,819,WA1,ST29,1
2833,56,3,0,0,2989,222,232,146,2294,WA1,ST23,1
2939,329,18,201,22,3594,173,215,180,1490,WA1,ST29,2
3187,263,10,295,44,4576,196,245,188,1201,WA1,ST22,1
3285,29,10,150,29,4293,217,219,137,711,WA1,ST38,1
2978,60,20,430,62,4641,231,195,88,3891,WA1,ST29,1
2718,162,5,95,7,1120,225,241,150,2086,WA1,ST12,1
3112,323,12,218,37,2053,189,227,178,2400,WA3,ST32,2
3154,339,3,162,42,2685,212,234,160,661,WA3,ST24,1
3116,168,18,150,33,6207,231,244,137,2244,WA1,ST29,1
2835,63,9,30,-2,531,228,222,127,1182,WA3,ST32,2
3389,335,23,457,167,892,163,203,175,1302,WA2,ST40,1
3032,63,11,42,5,1190,230,218,120,2919,WA3,ST22,1
3236,165,13,228,48,1107,231,244,141,2679,WA1,ST22,2
3018,106,9,150,3,2979,235,229,125,558,WA1,ST29,1
3031,135,13,201,23,3730,240,234,121,2568,WA1,ST30,2
3028,76,10,175,21,2017,232,222,121,1302,WA1,ST29,2
2688,65,9,297,18,339,229,222,126,1165,WA3,ST11,2
3250,327,10,60,9,3354,196,229,173,2083,WA1,ST29,1
3237,63,3,30,-2,679,222,233,146,1080,WA2,ST19,1
2760,11,9,474,64,1939,211,222,148,2101,WA1,ST12,2
2822,50,18,67,20,2655,225,197,99,2731,WA1,ST12,2
2903,126,11,30,0,4752,238,233,124,1505,WA1,ST19,2
2760,351,8,201,5,955,206,227,159,1061,WA3,ST31,2
3052,37,20,417,182,1920,215,191,104,2630,WA3,ST24,1
2922,67,21,295,117,309,236,193,78,564,WA1,ST29,2
3012,309,9,376,42,1442,194,234,180,2138,WA3,ST32,2
3031,160,6,726,112,5287,227,241,148,5840,WA1,ST12,2
3321,355,23,180,44,5393,176,193,150,633,WA1,ST39,1
2886,297,1,0,0,6163,216,238,160,4526,WA1,ST29,2
3051,308,8,190,35,3025,198,235,177,1200,WA3,ST32,1
3230,158,5,277,27,4725,226,241,149,658,WA1,ST29,2
2948,64,12,713,91,2281,231,215,114,1277,WA3,ST24,2
3387,175,10,1068,148,2903,226,245,151,1667,WA3,ST38,7
2578,349,15,42,13,1243,192,214,160,5016,WA1,ST12,2
2703,11,15,60,22,2496,203,209,141,2290,WA1,ST29,2
2821,225,1,0,0,5334,217,239,159,4629,WA1,ST29,1
3310,177,13,182,42,3355,226,247,151,457,WA3,ST38,1
2896,129,12,150,26,4322,240,233,121,5826,WA1,ST30,2
2998,121,4,268,46,4293,227,236,144,2074,WA1,ST29,2
2786,80,19,433,162,725,242,201,82,876,WA3,ST33,2
2347,174,21,424,53,1211,227,245,140,735,WA4,ST6,4
3162,27,7,297,49,4893,218,225,144,1499,WA1,ST19,1
2968,255,14,840,211,1110,187,248,199,1929,WA3,ST32,2
2797,309,3,300,123,1383,211,237,165,711,WA3,ST32,2
3426,280,7,1040,176,1256,202,241,178,1879,WA3,ST38,1
2982,342,5,633,122,1338,209,232,161,2285,WA3,ST32,2
3004,29,5,0,0,2219,218,229,147,1613,WA3,ST20,2
3211,216,18,90,20,1176,199,254,186,376,WA3,ST32,1
3186,10,18,849,169,1865,198,202,138,2430,WA3,ST24,1
3205,46,14,467,4,3783,224,209,116,3893,WA1,ST29,1
2986,275,11,150,28,2743,189,243,193,698,WA3,ST33,2
2555,311,9,454,85,907,196,234,178,940,WA3,ST2,2
1998,238,16,240,76,360,189,252,198,845,WA4,ST1,6
2894,343,19,90,13,459,180,208,166,2397,WA1,ST29,2
2859,3,17,153,62,1507,195,206,146,2495,WA3,ST33,2
3195,247,5,108,5,5879,209,244,173,1594,WA1,ST23,2
2587,165,17,201,56,914,233,243,136,1410,WA3,ST4,3
2795,106,16,42,10,2071,246,218,96,3013,WA1,ST30,2
3006,62,10,391,54,4875,229,219,122,3742,WA1,ST29,2
2457,326,15,42,8,661,182,222,179,658,WA3,ST17,6
2447,230,4,268,-12,1001,214,243,166,1276,WA3,ST2,3
2592,41,10,30,2,1154,221,218,131,1756,WA3,ST11,2
2126,33,36,134,-16,594,188,139,61,543,WA4,ST10,6
2475,304,20,60,13,488,159,225,204,1068,WA4,ST4,2
3211,156,9,402,39,4413,231,241,142,2699,WA1,ST29,1
2825,104,17,127,32,1451,247,216,92,1856,WA3,ST11,2
3120,253,8,30,-2,2295,202,246,182,774,WA3,ST23,1
2896,124,7,258,22,3177,232,235,136,2215,WA1,ST29,2
2664,105,15,150,13,1847,244,220,100,485,WA3,ST11,2
2907,318,18,285,90,1670,170,221,189,2597,WA3,ST32,2
3111,63,12,85,3,2845,230,215,116,3065,WA3,ST24,2
3076,270,2,810,35,1018,214,239,163,939,WA3,ST32,2
3044,157,15,698,216,4502,235,241,132,1579,WA3,ST33,2
2965,185,10,309,52,5425,222,247,158,3558,WA1,ST29,2
2915,92,26,108,33,636,250,189,51,1761,WA3,ST33,2
2631,50,18,170,-1,939,225,197,99,1873,WA1,ST29,2
3059,15,13,30,8,1761,208,213,141,1643,WA3,ST23,2
3190,353,22,42,11,1557,178,197,154,2568,WA3,ST24,1
3202,255,24,182,69,2927,157,247,223,1026,WA3,ST33,1
2783,1,12,134,0,1620,203,218,152,1556,WA3,ST10,1
3204,43,34,242,109,4809,205,146,51,1560,WA1,ST30,1
3274,282,8,902,164,1749,198,241,182,2531,WA3,ST31,1
2891,100,25,90,-41,390,251,197,58,2508,WA1,ST30,2
3036,344,8,295,60,2448,205,228,162,1087,WA1,ST29,2
2428,300,9,382,88,1358,194,236,182,631,WA4,ST6,6
2554,351,11,323,33,30,201,222,159,630,WA4,ST6,2
3171,180,2,30,0,5616,220,240,157,1809,WA1,ST19,2
2839,136,18,162,39,3322,245,230,107,1739,WA1,ST12,2
3196,220,8,592,112,390,211,248,173,2128,WA3,ST23,2
2884,64,18,541,105,1266,234,201,93,2658,WA3,ST26,2
3193,288,6,371,41,4748,203,239,175,2394,WA1,ST29,2
2954,195,9,242,8,1839,219,248,163,2006,WA3,ST32,2
3063,292,17,127,16,2202,171,235,203,3241,WA1,ST22,1
3393,246,6,433,101,2607,208,244,174,1172,WA3,ST32,1
2914,322,14,488,153,2674,184,226,181,1189,WA3,ST24,2
2754,49,5,488,67,1850,222,229,142,2036,WA1,ST12,2
3209,293,10,376,67,365,193,238,185,2003,WA2,ST29,1
2900,320,22,323,141,426,156,212,193,1158,WA3,ST33,1
2962,79,4,301,45,5334,224,233,144,2449,WA1,ST30,2
3103,88,27,301,62,1253,248,186,50,1233,WA3,ST32,1
2552,121,21,95,28,1513,250,218,85,1415,WA3,ST4,3
2889,288,13,162,32,3438,182,238,196,2713,WA1,ST12,1
3282,230,7,210,39,1304,209,247,175,1184,WA3,ST32,1
3048,273,13,218,-14,2233,184,243,199,1328,WA3,ST23,1
3250,0,13,830,59,2052,200,215,152,603,WA3,ST22,1
2938,45,17,240,34,4575,222,201,107,3878,WA1,ST29,2
2087,318,27,42,20,644,139,204,200,828,WA4,ST10,6
3436,78,15,470,143,2363,238,211,99,2411,WA1,ST40,1
2914,123,17,150,28,4370,247,224,100,3281,WA1,ST29,1
3181,227,12,258,40,1022,202,251,184,525,WA3,ST32,1
2949,77,13,0,0,3673,236,216,110,1514,WA1,ST23,2
2852,4,18,450,101,1110,194,203,144,2598,WA3,ST33,2
2788,131,5,335,55,655,228,237,143,2461,WA1,ST29,2
3228,32,19,134,39,960,212,196,113,1560,WA1,ST22,1
3115,159,7,240,19,5485,227,241,148,845,WA1,ST19,1
3243,93,10,470,110,800,237,224,118,5470,WA2,ST22,1
2119,134,37,170,106,424,249,196,41,450,WA4,ST6,3
3269,330,14,607,85,690,186,222,175,618,WA3,ST32,1
3370,70,7,666,85,1875,228,226,132,1880,WA1,ST38,1
3090,92,7,30,-2,3931,231,229,131,1206,WA1,ST23,1
3155,253,8,313,45,1640,202,246,182,2458,WA3,ST32,1
2955,225,6,268,46,5239,211,246,172,4086,WA1,ST29,2
3109,132,14,242,55,641,242,232,116,815,WA3,ST32,2
3057,94,9,469,72,2440,235,226,122,2160,WA3,ST32,1
