Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3275,84,5,30,-2,3830,227,231,139,3707,WA1,ST38,7
2524,138,13,60,5,309,240,235,122,2188,WA1,ST30,2
2931,309,3,285,18,3734,210,237,165,4578,WA1,ST12,2
2806,68,17,150,44,3960,235,204,95,1060,WA1,ST29,2
2844,180,4,0,0,2130,221,242,156,2484,WA3,ST17,2
3172,103,11,295,7,4860,238,226,118,1434,WA1,ST29,1
3241,27,10,780,97,6415,216,219,139,1495,WA1,ST29,1
3205,72,3,446,73,3055,223,233,146,3636,WA1,ST29,1
2563,68,28,60,36,815,236,173,50,934,WA3,ST13,2
2890,35,11,67,4,5076,219,215,131,4290,WA1,ST29,2
2662,18,8,30,4,1698,214,223,145,395,WA3,ST33,1
3117,298,13,180,20,120,184,235,191,870,WA2,ST22,1
3034,163,19,484,171,6464,234,242,131,3894,WA1,ST30,2
2451,335,20,134,59,780,172,210,175,1475,WA4,ST10,3
3356,339,6,488,19,810,207,232,163,2220,WA3,ST32,7
3010,142,11,212,59,960,237,237,129,474,WA3,ST32,2
2822,62,4,0,0,1113,223,232,145,1825,WA1,ST29,1
3129,45,2,0,0,2604,219,235,152,1170,WA1,ST23,1
2604,68,13,297,53,779,233,214,111,633,WA1,ST12,2
2225,342,36,258,126,543,125,162,161,323,WA4,ST10,3
2716,39,24,108,56,1290,213,179,90,607,WA3,ST33,6
3244,96,6,335,39,3136,231,231,133,4648,WA1,ST40,1
3162,322,11,339,63,4052,193,229,176,1033,WA1,ST29,2
2645,133,10,313,11,702,236,235,129,1615,WA1,ST12,2
3076,277,6,162,33,268,205,241,175,564,WA2,ST22,1
2955,241,12,509,59,5985,196,250,191,5848,WA1,ST29,2
3283,288,1,531,25,6001,216,238,159,644,WA1,ST22,1
2557,0,19,120,16,579,189,201,147,1976,WA1,ST30,2
3330,193,21,134,-4,2844,212,251,163,524,WA3,ST38,1
2986,94,14,170,19,3971,241,219,105,2638,WA1,ST29,1
3001,162,2,750,29,5611,221,239,154,6260,WA1,ST29,1
2760,73,10,0,0,1296,232,221,121,2282,WA1,ST29,2
2321,332,22,242,90,1064,162,206,180,875,WA4,ST10,6
2830,326,25,541,236,1436,151,204,188,1087,WA3,ST33,2
3068,331,5,30,0,5035,208,234,164,834,WA1,ST29,1
2863,41,10,42,0,1381,221,219,132,2522,WA3,ST11,2
3314,21,13,150,24,2053,211,212,135,1556,WA3,ST31,1
3011,38,10,644,10,4353,220,217,131,3226,WA1,ST29,2
3379,356,12,671,40,1340,200,218,155,1471,WA3,ST38,7
2608,19,12,228,6,1638,211,214,138,997,WA3,ST10,6
2972,56,12,228,10,4685,228,214,117,5421,WA1,ST12,2
2965,126,4,0,0,234,227,237,144,918,WA1,ST23,1
3101,105,23,242,84,3300,251,204,67,2170,WA3,ST33,1
2628,63,13,85,-12,981,231,214,113,6109,WA1,ST12,2
2858,235,17,85,20,745,188,253,199,201,WA3,ST23,2
3030,20,10,430,10,4323,214,220,142,1351,WA1,ST29,2
2955,277,32,210,128,5142,120,227,238,4886,WA1,ST24,2
2471,84,6,30,1,1543,229,229,133,612,WA3,ST10,6
3230,129,13,240,43,2143,241,232,117,1710,WA3,ST27,1
3196,218,11,90,13,2250,207,251,179,671,WA3,ST32,1
2523,358,8,210,40,242,208,226,155,390,WA4,ST6,2
3463,134,21,85,20,2079,248,225,95,3151,WA2,ST39,1
3162,88,8,42,3,1911,233,227,126,4360,WA2,ST22,1
3259,152,9,0,0,4373,232,240,140,2232,WA1,ST38,1
2673,166,26,201,89,1869,231,238,121,1403,WA3,ST4,3
3069,20,13,552,191,2160,210,211,135,2509,WA3,ST24,1
3153,43,28,192,45,1385,212,165,72,2698,WA3,ST33,1
3001,73,11,376,16,4320,233,218,115,3462,WA1,ST29,1
3086,294,5,720,1,983,207,239,171,972,WA2,ST23,2
2940,331,6,30,5,1890,206,233,165,1624,WA1,ST23,1
2857,70,15,150,30,3726,235,210,103,6277,WA1,ST12,2
3419,150,13,671,-33,1298,236,239,130,3960,WA2,ST38,1
2980,287,17,218,65,5837,171,237,205,1301,WA1,ST29,2
2691,346,15,67,20,2144,191,216,163,1956,WA1,ST29,2
2721,66,8,331,68,2315,229,224,128,2117,WA3,ST32,6
2972,204,6,391,63,6005,217,246,165,5320,WA1,ST29,2
3321,115,4,616,-1,700,227,236,144,4435,WA2,ST38,1
3233,327,11,216,-17,2947,193,228,174,365,WA3,ST23,1
2774,56,7,0,0,938,225,226,135,2143,WA3,ST17,5
3320,73,18,192,41,1749,238,203,89,1889,WA1,ST39,1
3332,216,7,270,21,1050,213,247,170,1591,WA3,ST32,1
3170,113,16,120,-24,2133,246,222,100,2182,WA1,ST29,1
3016,95,15,242,8,2230,243,217,99,953,WA1,ST29,2
3093,289,19,437,50,1631,163,234,210,3241,WA1,ST29,1
3011,65,7,268,49,330,227,226,134,1167,WA1,ST23,1
3167,137,23,297,76,162,248,224,91,3109,WA2,ST25,1
2709,44,26,108,20,1191,216,175,80,830,WA3,ST33,2
3119,323,14,577,82,2147,184,225,180,953,WA3,ST32,2
3080,93,13,255,7,3274,240,220,108,3056,WA1,ST30,1
3257,221,5,390,-17,2730,214,245,168,446,WA3,ST23,1
2971,18,13,150,28,3903,210,213,138,1182,WA1,ST29,2
3233,120,8,458,20,5497,234,234,131,1383,WA1,ST22,1
2470,306,13,323,36,713,183,232,189,1240,WA4,ST10,6
3004,266,10,797,109,5844,194,245,189,6145,WA1,ST29,2
2622,98,5,150,20,1689,228,233,138,942,WA3,ST2,3
3192,37,22,90,14,750,213,185,98,1521,WA1,ST22,1
2716,41,15,424,49,469,221,207,118,1154,WA3,ST11,2
2909,144,4,309,84,2790,226,239,148,3087,WA1,ST30,2
3105,173,16,242,53,350,228,246,145,589,WA3,ST24,2
3157,302,17,283,81,2950,170,230,199,1189,WA3,ST32,1
3205,64,10,467,56,5949,230,219,122,1173,WA1,ST29,1
2965,252,8,679,69,6105,204,245,180,5862,WA1,ST29,2
3054,32,14,558,-12,4034,216,208,125,3415,WA1,ST29,1
2869,323,9,124,-11,1687,196,230,174,1436,WA3,ST23,5
3222,153,6,323,20,2613,228,240,146,1262,WA3,ST31,2
3270,123,8,60,3,5021,234,234,132,418,WA1,ST29,2
2952,29,17,319,36,4740,212,201,120,3946,WA1,ST23,1
3090,44,14,300,21,3455,222,210,119,4978,WA1,ST29,2
3197,345,17,30,7,2780,183,210,163,2742,WA3,ST23,1
3209,39,7,277,-6,603,221,225,140,1948,WA2,ST23,2
3307,356,14,162,32,551,197,215,155,1008,WA2,ST32,2
3319,190,13,706,117,2831,220,249,161,1181,WA3,ST33,1
3119,182,47,0,0,2946,184,215,114,1341,WA3,ST23,2
2842,312,12,108,17,2382,186,231,184,2429,WA1,ST23,2
2521,79,5,108,9,255,226,231,139,1624,WA4,ST6,6
3146,21,18,1006,102,2808,205,198,125,2227,WA3,ST24,2
3278,106,9,42,10,5707,235,229,125,722,WA1,ST22,1
3031,28,10,458,59,5431,216,217,136,6374,WA1,ST12,1
3210,268,6,60,-8,3333,204,243,178,1530,WA1,ST22,1
3107,285,16,201,60,847,173,238,205,1485,WA3,ST32,2
2801,343,15,95,19,1054,188,215,165,2036,WA3,ST10,1
3045,157,5,42,0,2526,226,241,149,3799,WA1,ST23,1
3030,63,4,0,0,3578,224,231,143,242,WA1,ST23,1
2959,347,11,201,67,443,198,222,162,1604,WA3,ST32,2
2985,61,2,350,3,3755,221,234,149,5890,WA1,ST29,2
2642,198,28,90,47,2017,199,250,170,1463,WA3,ST4,2
2538,168,29,335,152,351,228,236,118,1020,WA3,ST4,3
2912,240,21,153,78,1741,176,252,209,1215,WA3,ST31,2
3110,357,8,285,54,816,207,226,156,1396,WA3,ST32,2
3046,272,25,474,249,2401,145,238,227,1371,WA3,ST33,1
2625,27,14,228,47,1087,213,210,130,1590,WA3,ST11,2
2913,225,9,212,13,5365,208,249,177,5078,WA1,ST23,2
3186,309,25,255,77,4061,143,214,208,390,WA3,ST24,1
2879,105,21,153,72,162,250,209,78,990,WA1,ST30,2
3286,33,10,30,2,1033,218,218,135,1366,WA2,ST39,2
3109,337,6,127,12,1507,207,231,164,2125,WA3,ST23,1
2919,358,9,212,36,4269,207,224,155,6156,WA1,ST12,2
2942,162,22,391,104,750,235,239,123,2066,WA3,ST33,2
2358,102,30,60,23,335,253,186,38,362,WA3,ST3,6
2988,236,5,537,71,5495,211,244,171,2773,WA1,ST30,2
3071,285,18,175,22,2274,167,237,209,3152,WA1,ST22,1
3190,35,8,828,61,2467,219,224,140,3131,WA3,ST31,1
3240,60,11,300,-44,1366,229,216,119,1842,WA1,ST29,1
2972,241,12,424,59,5426,197,250,190,3983,WA1,ST29,2
2327,19,40,216,6,558,160,127,76,395,WA4,ST10,6
2863,63,11,306,50,3376,230,218,121,2762,WA1,ST12,2
2803,181,18,42,4,1353,223,249,151,2167,WA3,ST13,1
3254,249,8,511,20,514,203,246,182,618,WA3,ST23,1
2971,265,8,234,61,2546,199,244,184,2017,WA3,ST32,2
2765,115,7,60,0,2223,232,233,134,661,WA3,ST4,2
2626,290,19,270,108,1134,165,234,208,1716,WA3,ST31,6
3211,34,9,646,78,5765,219,221,137,1463,WA1,ST29,1
2968,182,18,769,168,2672,223,249,152,1549,WA3,ST33,2
3285,311,5,30,-1,1865,205,236,170,1498,WA3,ST38,1
3447,242,13,918,179,3522,195,250,192,430,WA3,ST38,1
3250,354,18,228,69,1513,187,205,154,2667,WA1,ST29,1
3427,283,13,1008,246,4772,183,240,197,2963,WA3,ST39,7
3052,276,2,339,31,4615,213,239,164,1120,WA1,ST29,1
2957,115,15,170,41,2079,244,225,106,953,WA1,ST29,2
2346,327,25,67,25,127,150,202,187,255,WA4,ST10,3
3217,32,19,395,51,560,212,195,112,1917,WA2,ST33,1
2588,204,27,120,-65,658,193,252,178,927,WA3,ST3,2
3057,178,14,124,10,1992,225,248,151,67,WA3,ST31,1
2786,305,22,228,70,2554,154,222,206,90,WA3,ST33,2
2747,10,16,85,12,1485,200,205,139,2093,WA3,ST33,2
3129,20,15,242,-5,1347,208,208,134,277,WA3,ST24,1
3315,61,11,180,-19,2016,229,217,120,3216,WA1,ST38,7
3023,23,8,150,20,787,216,223,144,1358,WA3,ST23,2
2751,27,6,42,6,324,217,226,145,2577,WA3,ST31,2
2374,130,22,108,33,240,250,221,87,742,WA3,ST4,3
2982,264,9,573,66,5501,199,244,185,4248,WA1,ST29,2
2786,90,14,42,2,847,240,218,105,365,WA3,ST31,2
3141,89,9,319,43,5128,234,225,122,201,WA1,ST29,2
3283,78,14,270,49,3489,237,213,104,1784,WA1,ST29,1
3218,25,13,408,46,4401,213,212,133,1680,WA1,ST29,1
3066,247,14,212,15,2947,189,250,197,570,WA3,ST13,2
2925,90,1,661,276,787,220,237,153,400,WA3,ST32,2
2799,187,12,90,8,2460,221,249,159,2285,WA1,ST12,2
2786,67,16,95,16,1855,234,206,99,2790,WA1,ST29,2
2975,224,15,570,75,5695,200,253,187,3955,WA1,ST29,2
2808,0,14,95,27,3818,199,213,151,5492,WA1,ST29,2
2978,230,20,192,60,2825,184,254,202,1900,WA3,ST33,2
2857,190,12,360,57,2343,220,249,161,2030,WA3,ST26,5
3237,345,10,765,93,6239,200,224,163,1443,WA1,ST29,1
3051,67,16,60,18,1802,234,207,100,3135,WA3,ST33,1
3036,51,12,218,69,268,226,213,119,510,WA3,ST31,2
3238,144,13,459,82,1273,238,237,127,1890,WA1,ST29,1
3265,170,17,492,95,3435,230,245,140,726,WA3,ST32,1
2774,40,14,60,-16,1921,220,208,119,1717,WA3,ST13,2
2269,284,10,108,25,1699,191,240,189,902,WA4,ST2,6
3182,171,16,60,6,3331,229,245,143,3192,WA1,ST22,1
2672,109,15,0,0,1538,245,222,102,1082,WA3,ST13,2
3163,252,5,228,28,618,208,244,173,2526,WA2,ST23,1
3214,83,13,319,58,1209,238,216,106,1747,WA1,ST29,1
2811,5,10,85,13,3270,207,220,150,6330,WA1,ST29,2
3069,230,8,30,4,1825,208,247,176,365,WA3,ST23,2
2986,28,11,255,49,3842,216,215,134,1401,WA1,ST29,2
3287,30,25,210,1,1857,203,177,99,2750,WA1,ST39,1
3060,166,14,360,26,6588,231,244,141,3328,WA1,ST29,2
3015,127,25,162,40,808,252,215,75,2771,WA3,ST33,1
3014,308,15,30,6,3566,177,229,192,1842,WA3,ST22,1
2950,264,18,150,31,5801,172,245,211,1370,WA1,ST29,2
2406,265,14,60,14,474,183,245,201,366,WA4,ST10,6
2975,354,13,277,7,4444,198,217,157,3477,WA1,ST29,1
2913,147,11,67,14,1869,235,239,133,600,WA3,ST32,2
2996,315,4,0,0,5484,208,236,167,2229,WA1,ST23,1
2946,168,18,90,-20,2391,231,244,137,1752,WA3,ST33,2
3086,0,9,192,17,1587,208,224,154,1613,WA1,ST29,1
2627,353,10,258,-19,451,203,222,158,1663,WA1,ST12,2
2784,89,20,30,9,2066,246,203,77,1631,WA3,ST13,2
3185,336,14,108,29,1293,188,220,171,2424,WA1,ST29,2
3253,22,15,330,50,1995,209,207,131,1158,WA3,ST31,1
3246,4,10,371,48,816,207,220,151,1436,WA2,ST24,2
3332,176,17,499,132,2837,226,247,146,722,WA3,ST33,1
3145,72,6,1266,202,3004,227,228,136,1584,WA3,ST32,2
2930,12,7,258,57,3445,213,226,150,4692,WA1,ST12,2
3152,277,14,648,44,5641,182,242,200,1351,WA1,ST29,2
2773,327,15,162,62,2388,182,222,179,240,WA3,ST33,1
3247,279,23,417,145,1110,152,236,221,2014,WA1,ST29,1
2868,346,10,90,30,1673,201,225,162,1310,WA3,ST32,2
3144,130,20,283,52,175,248,224,94,4119,WA2,ST22,2
2913,266,28,60,27,6152,138,238,232,4760,WA1,ST24,2
3291,322,23,390,112,4394,154,209,192,1302,WA1,ST38,7
2306,28,34,95,49,1489,185,146,75,1050,WA4,ST10,3
2798,148,22,566,68,2631,243,232,106,2024,WA3,ST4,3
2936,208,7,124,23,5239,215,247,167,3611,WA1,ST29,2
3050,0,0,270,2,2733,218,237,156,825,WA1,ST23,2
3235,137,20,120,11,2850,246,228,101,2952,WA3,ST33,1
3201,151,10,335,6,895,233,240,138,1182,WA2,ST32,2
3257,45,12,350,36,3717,223,213,122,3252,WA1,ST40,1
2886,165,21,210,40,2079,233,242,130,1430,WA3,ST13,2
2896,27,8,0,0,3284,217,222,141,1800,WA1,ST23,2
2864,132,12,277,8,3078,239,234,123,2188,WA1,ST29,2
2990,315,10,295,68,900,194,232,178,930,WA3,ST13,2
2818,286,20,201,54,2382,159,235,214,1127,WA3,ST31,2
2679,32,12,319,27,934,217,214,131,1844,WA1,ST23,2
2724,13,12,306,53,2330,208,215,142,2021,WA3,ST32,6
3000,293,14,60,18,2671,180,236,196,918,WA1,ST23,2
2906,310,4,153,3,5221,209,237,166,4564,WA1,ST23,2
2785,88,7,0,0,1939,231,229,131,2106,WA1,ST20,1
2982,116,13,384,37,6036,242,227,112,3275,WA1,ST29,2
3003,242,20,210,52,3248,178,252,208,1226,WA3,ST32,2
3246,132,11,408,67,3930,238,234,124,866,WA3,ST33,1
3130,28,5,0,0,2125,218,230,148,1989,WA1,ST23,1
3008,241,8,721,92,5769,204,247,181,3692,WA1,ST29,2
3025,320,20,212,38,2663,163,216,191,2446,WA3,ST33,2
3119,271,11,418,17,3595,191,244,192,1414,WA3,ST22,1
2980,145,23,210,60,1095,245,229,99,3034,WA1,ST22,1
2962,33,10,306,135,5036,218,219,136,4947,WA1,ST12,1
2926,59,22,108,36,5607,231,189,80,1195,WA1,ST30,2
3290,354,20,404,106,1839,181,200,153,2079,WA2,ST33,2
2837,352,9,150,35,2405,205,225,158,1981,WA1,ST29,2
3273,7,10,42,4,2177,208,221,150,2758,WA1,ST29,1
3202,37,15,67,11,3698,219,206,119,3249,WA1,ST39,7
2858,350,8,408,60,2142,205,226,159,1782,WA1,ST12,2
2679,315,9,120,9,1613,195,233,177,5594,WA1,ST29,2
3096,328,6,722,53,819,206,233,166,957,WA2,ST22,2
3406,60,26,30,-1,1716,230,176,63,1836,WA2,ST39,7
3073,85,10,300,18,666,235,222,118,1348,WA3,ST32,1
3286,125,22,42,18,4034,251,218,84,1036,WA1,ST38,1
3128,0,15,300,50,2701,196,210,150,1115,WA3,ST24,1
3145,127,12,180,14,446,240,232,119,2164,WA1,ST23,2
3184,238,9,67,8,3989,204,248,182,2051,WA3,ST23,1
3079,117,6,1276,281,3200,231,234,136,1182,WA3,ST34,2
3007,168,11,330,28,1611,229,244,146,1182,WA1,ST23,2
3249,60,14,90,23,4556,230,209,108,1298,WA1,ST23,1
2324,257,20,30,11,624,168,247,215,626,WA4,ST3,3
2900,142,18,182,54,2103,243,232,110,1412,WA3,ST13,2
2759,158,14,0,0,3087,234,242,135,1902,WA1,ST29,2
3460,87,4,418,7,1556,226,233,142,3718,WA2,ST35,1
3034,107,10,514,69,5407,237,228,121,6169,WA1,ST12,2
3070,51,12,234,30,3020,226,214,120,5667,WA1,ST29,1
3047,296,15,210,42,1482,177,234,198,351,WA3,ST32,2
2879,190,11,295,48,2821,220,248,161,2334,WA1,ST12,2
3062,0,25,752,34,2613,175,185,140,2311,WA3,ST24,2
3276,307,7,175,11,5550,201,236,175,395,WA1,ST38,2
3235,135,2,297,14,4472,222,238,152,2177,WA1,ST38,1
3157,84,11,360,49,5548,235,222,117,1072,WA1,ST29,2
3242,329,25,85,30,1706,153,202,184,2524,WA3,ST33,1
3094,331,17,180,57,2403,177,216,177,876,WA3,ST23,1
2296,356,17,182,66,242,191,207,153,713,WA4,ST10,2
2645,114,23,95,28,1747,252,211,75,1273,WA1,ST30,2
2932,7,12,150,-6,5713,205,215,147,3612,WA1,ST29,2
3196,78,14,30,-5,1537,237,213,104,2554,WA1,ST29,2
2582,63,15,247,54,571,232,209,106,1486,WA3,ST2,6
2774,118,33,153,77,1149,254,191,37,1172,WA3,ST13,2
3088,32,3,67,7,1406,219,232,150,2914,WA3,ST23,1
2676,160,14,192,1,1403,233,242,136,832,WA3,ST2,3
3031,90,15,391,64,4370,242,215,99,1812,WA1,ST29,2
3178,352,16,190,25,4470,190,211,158,1689,WA1,ST38,1
3044,56,15,277,40,4056,229,206,106,4160,WA1,ST29,1
2927,16,16,661,193,404,204,204,133,1253,WA3,ST10,2
3092,323,9,540,38,2563,196,230,174,2037,WA3,ST32,2
2567,42,6,216,58,1681,221,227,142,1784,WA3,ST11,2
2323,137,30,451,197,1209,249,213,68,713,WA4,ST3,4
2700,27,14,42,3,201,213,209,129,2621,WA1,ST24,2
2976,315,4,0,0,1867,209,236,166,3623,WA1,ST23,1
2861,119,2,443,58,2216,223,237,149,1902,WA1,ST12,2
2579,293,29,90,40,882,128,220,225,1092,WA3,ST24,2
2991,289,31,342,165,1325,120,219,231,1140,WA3,ST33,1
3234,12,14,60,13,3515,205,210,140,2337,WA3,ST31,1
2683,314,14,108,27,1699,183,229,186,1259,WA3,ST13,2
3174,18,10,295,68,932,212,218,142,2125,WA3,ST22,1
2789,25,13,108,21,920,213,210,132,3118,WA3,ST24,1
2398,315,10,0,0,1082,194,232,178,765,WA4,ST10,6
2737,15,19,30,9,2418,199,196,129,485,WA3,ST31,2
3241,92,11,170,12,5652,238,222,114,1048,WA1,ST22,2
3157,158,4,666,-37,716,225,240,150,1530,WA2,ST22,2
3118,31,14,402,101,1544,216,209,126,2796,WA3,ST31,1
2801,190,12,240,17,1992,220,249,161,1177,WA1,ST30,2
2789,39,7,90,-13,1974,221,225,140,1630,WA3,ST13,2
3189,24,16,300,55,2213,209,203,127,2713,WA3,ST24,1
3067,38,15,30,3,3554,218,205,118,5264,WA1,ST30,1
2962,58,14,323,-22,4615,230,209,109,2213,WA1,ST29,2
3192,21,3,210,33,2469,217,232,152,2568,WA1,ST23,1
3168,228,12,201,29,1084,202,251,185,564,WA3,ST23,1
2969,333,16,60,13,800,182,218,175,2514,WA3,ST22,1
3063,56,5,255,23,3250,224,228,140,872,WA3,ST32,2
2916,108,2,240,23,391,223,236,149,426,WA3,ST31,2
3177,292,13,234,-36,3301,184,237,193,1276,WA1,ST29,1
2840,28,11,360,48,4222,216,215,134,5464,WA1,ST29,1
3346,111,12,659,107,3085,241,226,113,2640,WA3,ST32,1
3101,155,11,216,-1,1033,233,241,138,1677,WA1,ST22,1
2108,315,8,30,-6,1103,200,234,174,1399,WA4,ST17,4
3341,344,7,192,41,1262,206,229,162,2621,WA1,ST38,1
2882,148,12,268,38,2352,236,239,131,2167,WA3,ST26,2
2971,275,10,0,0,2673,192,243,190,816,WA3,ST20,1
3238,297,15,330,54,242,176,234,197,1611,WA2,ST23,1
3173,204,9,421,-33,573,215,249,168,2072,WA3,ST23,2
2979,278,12,228,44,4976,188,242,193,2016,WA1,ST29,1
3076,347,8,67,6,1698,206,228,160,1073,WA3,ST23,1
3318,84,15,182,48,3437,240,212,98,1371,WA3,ST40,1
3282,25,8,808,56,2074,216,223,143,721,WA3,ST32,1
3021,326,5,210,30,2919,207,234,166,6087,WA1,ST29,1
2888,157,12,150,12,3498,233,242,137,3565,WA1,ST30,2
3097,130,13,124,-2,866,240,233,120,1581,WA1,ST23,1
2923,244,6,268,64,1045,208,245,175,1908,WA1,ST12,2
2498,147,7,108,15,1074,229,239,143,1008,WA3,ST4,3
2766,55,9,67,2,3115,226,221,128,769,WA3,ST24,2
2965,53,19,335,9,362,227,197,96,1588,WA1,ST29,1
3034,288,13,553,-86,1790,183,239,195,1836,WA3,ST32,2
2994,71,9,466,54,1690,230,223,126,940,WA3,ST32,2
2886,102,10,495,39,4018,238,226,119,5807,WA1,ST12,2
3265,262,2,787,117,6109,215,239,162,2520,WA1,ST29,2
2731,102,15,371,-10,721,243,220,102,360,WA3,ST4,6
2966,242,23,297,127,937,168,251,214,569,WA3,ST13,2
2767,108,2,323,-5,1890,223,236,149,2297,WA1,ST12,2
2856,319,26,573,208,1110,145,207,197,1353,WA3,ST28,2
2962,223,10,510,66,5869,208,250,178,6315,WA1,ST29,2
3061,8,18,190,21,4710,196,202,139,335,WA1,ST30,2
2336,308,24,234,42,1142,147,217,206,815,WA4,ST2,3
2953,207,3,201,7,1798,217,242,161,2014,WA3,ST32,2
3370,256,24,190,60,3790,156,246,223,932,WA1,ST39,1
3191,278,15,459,56,417,178,241,202,2908,WA3,ST31,2
3210,45,1,342,19,5838,219,235,153,3144,WA1,ST29,2
3167,45,11,180,-10,2595,223,217,127,1233,WA3,ST22,1
2551,55,21,30,15,819,228,191,87,957,WA3,ST20,6
3007,338,21,170,67,1343,170,205,171,2247,WA3,ST33,2
2352,108,28,67,27,234,254,194,47,726,WA4,ST4,3
2897,100,4,534,81,3768,227,234,142,3178,WA1,ST12,2
2694,28,22,0,0,1465,205,185,107,2676,WA1,ST29,2
2879,144,18,514,213,2325,242,234,114,1976,WA3,ST10,2
2701,54,13,180,12,1978,227,212,116,5459,WA1,ST29,2
3202,320,14,258,59,721,183,226,182,1855,WA1,ST29,2
3027,262,31,42,52,5040,131,238,236,3968,WA1,ST20,1
2862,112,8,0,0,3132,234,232,130,2737,WA1,ST23,2
3088,180,11,124,7,2405,224,247,154,3520,WA1,ST23,1
3342,62,19,30,-4,4586,232,197,90,4161,WA3,ST23,7
2981,144,6,277,62,1687,229,239,143,2731,WA3,ST32,2
3283,39,13,361,68,4386,220,210,122,1973,WA3,ST22,1
2913,65,26,60,13,418,233,177,59,2329,WA1,ST29,2
2725,11,20,365,120,1048,195,196,134,1224,WA3,ST33,2
3095,311,24,319,55,3489,147,214,204,1374,WA3,ST39,1
3331,212,21,553,184,1315,198,254,185,4247,WA2,ST33,2
2906,18,4,30,-2,4303,217,231,152,4354,WA1,ST23,2
2616,349,19,511,75,658,183,206,159,2646,WA1,ST12,2
3321,11,11,446,48,1973,209,218,146,1296,WA3,ST31,1
3192,273,16,108,12,2885,176,243,205,912,WA3,ST23,1
2831,286,21,0,0,5359,158,234,214,4715,WA1,ST24,2
2667,217,34,67,46,2174,164,248,198,543,WA3,ST4,3
2643,12,11,67,0,3448,209,217,145,2940,WA3,ST11,1
2988,338,14,270,11,4621,190,220,169,170,WA1,ST29,2
2988,138,21,272,95,2058,247,227,98,1530,WA3,ST31,2
3247,237,7,361,20,4387,209,246,175,2230,WA1,ST38,7
3085,292,9,95,19,2440,194,238,185,2026,WA3,ST32,2
2919,355,23,42,7,366,177,193,149,2271,WA1,ST29,2
3240,54,20,543,180,1806,227,192,89,2016,WA3,ST32,1
