Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2674,131,16,67,6,582,244,230,111,607,WA1,ST30,2
3208,103,6,182,23,3159,231,232,134,5021,WA1,ST30,1
2244,292,35,256,-3,942,102,208,234,930,WA4,ST10,6
2442,318,24,255,96,700,149,210,197,1302,WA4,ST10,6
3045,248,20,90,14,2449,172,250,212,1542,WA3,ST23,2
3046,12,15,192,47,1159,204,209,140,1358,WA3,ST32,2
3249,135,2,474,-81,659,222,238,152,3303,WA2,ST23,2
2942,265,14,150,51,3984,184,246,200,731,WA1,ST12,2
2838,17,6,30,3,607,215,226,148,618,WA3,ST23,2
3138,214,17,277,55,1926,202,254,183,700,WA1,ST29,1
2933,164,14,108,20,1617,232,244,140,1262,WA1,ST30,2
3126,331,12,853,353,1259,192,225,172,1194,WA3,ST31,1
3146,22,19,30,11,1682,205,196,122,2308,WA3,ST24,1
2480,172,15,150,34,1983,229,246,145,95,WA3,ST2,3
2660,90,11,366,25,424,237,223,116,1801,WA1,ST12,2
2292,318,34,277,136,1215,112,187,204,722,WA4,ST10,3
3052,137,24,108,37,674,249,222,87,1233,WA3,ST33,2
3081,259,11,351,53,3097,194,246,191,684,WA3,ST32,1
2464,219,14,30,6,1989,204,252,183,330,WA3,ST16,6
2496,48,7,30,3,509,223,225,137,1387,WA4,ST6,6
2825,314,15,108,25,2105,180,228,187,2073,WA1,ST29,1
2644,355,27,0,0,2646,167,182,146,6661,WA1,ST16,2
3295,24,8,120,5,3263,216,224,144,1939,WA1,ST29,1
3165,245,18,418,95,5835,180,251,206,2314,WA1,ST30,2
2637,113,10,382,-16,511,237,230,123,1374,WA1,ST12,2
2639,339,16,127,23,1544,184,215,169,1358,WA1,ST29,2
2998,263,6,474,16,4463,206,243,175,4888,WA1,ST12,2
2814,45,8,175,19,3229,223,223,135,6222,WA1,ST12,2
2726,63,20,210,77,1205,233,195,85,888,WA3,ST13,2
3007,96,6,210,27,914,231,231,133,2292,WA1,ST29,2
3073,265,15,212,38,2812,181,246,203,1489,WA3,ST23,2
2525,23,4,256,42,60,218,231,151,1842,WA4,ST6,6
2687,117,11,150,7,566,238,230,121,1537,WA1,ST12,1
2762,67,7,543,66,1872,228,226,132,2100,WA1,ST12,2
3161,186,22,525,100,1937,217,249,154,993,WA1,ST29,2
3071,45,4,67,2,1932,221,231,147,1320,WA3,ST22,1
2951,153,2,85,4,2030,222,239,153,313,WA3,ST32,2
3310,325,29,247,83,3554,137,195,191,3928,WA1,ST39,1
3076,215,13,175,47,700,207,252,179,644,WA3,ST24,2
2767,79,28,67,26,2462,243,176,44,834,WA3,ST10,2
2691,27,8,153,20,2163,217,222,141,1939,WA3,ST32,6
2055,162,10,0,0,872,231,243,143,295,WA4,ST1,4
2264,27,19,350,118,1358,208,194,116,805,WA4,ST10,3
2493,219,33,90,28,604,163,249,202,1087,WA3,ST4,3
2736,4,15,60,17,3064,200,211,147,6249,WA1,ST29,2
2804,335,7,30,2,953,205,231,165,1973,WA1,ST29,2
2938,318,17,60,3,2687,174,223,188,601,WA3,ST32,1
2848,44,18,0,0,664,221,198,105,95,WA3,ST23,2
3055,28,5,60,0,895,218,230,148,1677,WA3,ST22,1
3282,191,6,424,61,3700,220,245,160,2610,WA1,ST23,1
2978,81,25,360,1,390,244,186,56,1236,WA1,ST30,2
2728,175,17,30,0,1888,227,247,145,2681,WA1,ST30,2
3363,6,6,558,24,840,212,227,153,2340,WA3,ST32,7
3210,344,19,564,71,3130,179,207,165,2890,WA3,ST24,2
2501,350,12,283,18,466,198,220,160,1614,WA4,ST6,3
3191,199,21,216,33,402,208,253,171,1260,WA1,ST22,1
2879,80,13,270,19,3156,237,216,108,2616,WA1,ST29,2
3060,29,22,433,29,4781,206,186,107,3247,WA1,ST29,1
3129,95,18,182,-53,1667,245,211,89,1442,WA1,ST29,1
3146,10,10,382,6,5711,209,220,148,883,WA1,ST19,1
2854,135,12,362,44,742,239,235,124,2818,WA3,ST11,2
2743,315,2,85,8,1594,213,237,162,2497,WA1,ST12,2
2784,84,5,170,18,594,227,231,139,2724,WA3,ST11,2
3440,79,29,162,43,2451,243,175,42,3755,WA1,ST39,7
2982,114,18,564,172,564,248,219,93,1473,WA1,ST29,2
2336,68,25,95,64,1627,236,181,61,741,WA4,ST2,3
2810,351,27,242,102,3000,163,184,151,1772,WA1,ST29,2
3389,17,22,247,96,2568,196,190,123,2525,WA1,ST39,1
3177,61,15,150,49,1729,231,207,105,2077,WA3,ST33,2
3134,348,21,360,74,1362,177,202,159,2308,WA3,ST32,2
3122,52,14,134,15,2866,226,209,113,2029,WA3,ST31,1
3277,14,10,418,66,1235,211,220,145,433,WA1,ST22,1
2827,45,5,242,42,3737,221,229,144,5587,WA1,ST12,2
2784,356,23,127,35,2940,175,191,148,518,WA3,ST10,2
3021,327,16,0,0,3586,178,220,181,1885,WA3,ST22,1
3289,294,9,300,97,1050,194,238,184,2298,WA1,ST40,7
2375,123,25,362,81,437,253,211,70,1040,WA4,ST3,3
2774,75,30,330,131,1082,240,168,36,779,WA3,ST13,2
2966,40,11,108,20,1651,221,216,128,2014,WA3,ST32,2
2618,7,15,541,235,674,200,208,143,1020,WA4,ST10,3
2931,168,23,60,23,1396,231,242,129,722,WA3,ST13,2
3169,122,4,1260,300,2970,228,236,143,1826,WA3,ST32,2
3230,25,4,30,1,3319,218,231,150,2054,WA1,ST38,1
2985,50,15,342,69,4719,226,207,111,3744,WA1,ST29,1
2864,142,14,295,82,849,240,236,121,2928,WA3,ST11,2
2929,119,5,0,0,3707,228,235,141,6293,WA1,ST20,1
2918,178,12,537,70,2605,225,247,152,1910,WA3,ST26,2
3303,47,30,134,63,5130,215,162,62,42,WA1,ST29,1
3234,123,21,391,129,1289,250,218,85,2363,WA1,ST29,1
3230,64,14,589,-20,679,232,210,107,2613,WA1,ST22,1
2442,75,22,492,106,722,240,192,72,1380,WA4,ST10,6
3320,25,15,324,81,3396,211,205,127,2155,WA3,ST39,7
2577,31,24,150,61,1298,206,180,99,1677,WA3,ST10,3
2551,53,15,402,65,531,227,207,110,1134,WA3,ST2,6
2556,104,6,150,20,837,230,233,136,400,WA1,ST30,2
3080,107,13,42,8,3635,241,224,110,2300,WA1,ST23,1
2965,282,13,85,10,1637,184,241,196,1415,WA1,ST29,2
2785,71,10,390,42,2914,231,221,121,6635,WA1,ST12,2
3008,284,10,702,110,5928,191,240,189,5746,WA1,ST29,2
2968,120,5,376,57,4111,229,235,140,5334,WA1,ST12,2
2875,53,21,600,-41,882,226,189,86,418,WA3,ST33,1
2671,11,16,30,6,2107,202,206,139,1873,WA1,ST16,2
2901,176,15,256,49,3181,226,247,149,3360,WA1,ST30,2
2988,353,12,376,69,4968,199,218,157,5850,WA1,ST12,1
3332,304,38,0,0,3066,94,192,224,2195,WA1,ST39,1
2952,220,8,480,52,5560,211,248,173,4527,WA1,ST29,2
2328,66,6,277,63,255,227,227,135,1165,WA3,ST2,3
2955,10,10,30,3,3362,209,220,148,6396,WA1,ST16,2
3037,112,10,90,0,2676,238,229,121,1321,WA3,ST33,2
3088,332,9,474,55,323,199,229,169,1276,WA3,ST32,2
2593,14,10,228,41,1200,210,218,144,1326,WA3,ST11,2
2718,150,8,108,9,1442,230,240,142,2254,WA1,ST30,2
2090,8,25,228,86,488,183,183,129,698,WA4,ST10,6
3025,50,15,331,156,5348,226,207,112,1235,WA1,ST29,2
3289,153,17,285,65,1434,238,239,125,2469,WA1,ST39,1
2829,297,21,162,38,1390,158,228,209,2639,WA3,ST33,2
2841,80,5,0,0,892,227,230,137,1597,WA3,ST24,2
2724,126,14,162,-22,1620,243,229,112,1172,WA1,ST29,2
3200,60,5,805,119,1403,224,229,140,2467,WA3,ST32,1
3170,34,51,127,7,3015,155,78,0,1148,WA3,ST32,2
2917,138,6,42,4,3548,230,238,142,1559,WA1,ST30,2
3005,29,12,90,1,1578,216,213,132,1237,WA3,ST31,1
3251,102,22,192,37,1026,250,206,72,1006,WA3,ST39,7
3143,129,9,30,1,3314,235,235,130,680,WA3,ST22,2
3174,249,7,218,50,2701,204,246,179,984,WA3,ST32,2
2950,288,5,67,2,2047,207,239,171,342,WA3,ST32,2
2545,318,7,0,0,900,202,234,171,371,WA1,ST16,2
3001,349,12,30,5,234,198,220,161,870,WA1,ST23,1
3028,84,7,120,-1,1756,231,227,129,1800,WA1,ST30,2
2997,10,11,60,3,2766,209,219,147,1666,WA3,ST20,1
3026,36,6,531,41,3072,220,226,142,655,WA3,ST32,2
2608,290,28,108,67,1673,130,222,226,1504,WA3,ST13,6
2975,6,7,331,89,5761,211,226,152,4520,WA1,ST29,2
2824,27,6,192,27,1103,217,226,145,2731,WA3,ST11,2
2910,194,16,108,9,242,216,251,165,899,WA3,ST13,5
2525,113,13,60,-17,1317,242,226,110,1448,WA3,ST4,3
2149,349,33,306,-31,792,141,167,151,760,WA4,ST10,6
3142,117,3,192,8,4199,225,236,146,1776,WA1,ST23,2
3238,53,25,228,68,4084,225,179,74,3245,WA1,ST29,1
2752,159,11,0,0,1987,232,242,140,2696,WA1,ST30,2
3200,42,18,376,134,1080,220,198,107,531,WA1,ST22,1
3161,216,12,234,29,558,207,252,179,5032,WA2,ST22,2
3327,328,14,85,1,3569,185,222,177,1475,WA1,ST39,1
2591,75,5,0,0,1433,227,230,137,5076,WA1,ST16,2
3175,53,12,430,-31,1866,227,215,120,2910,WA1,ST29,2
2847,0,7,95,13,3670,210,228,155,6491,WA1,ST29,2
2739,67,26,85,13,210,235,178,59,2110,WA1,ST30,5
3510,31,11,424,149,1406,217,217,134,1836,WA2,ST40,7
2826,157,20,150,77,1982,238,238,121,942,WA3,ST13,5
3336,173,13,384,57,3968,228,246,147,1928,WA3,ST38,7
2962,344,20,323,27,2941,175,204,165,443,WA3,ST33,1
2910,18,12,60,7,837,210,214,139,2032,WA3,ST24,1
3189,159,18,210,21,2242,236,241,129,1583,WA3,ST27,1
3241,339,19,127,14,4375,177,210,170,1323,WA3,ST22,1
2991,209,12,361,72,5488,210,251,175,3254,WA1,ST29,2
3079,85,10,108,20,1543,235,222,118,2529,WA1,ST29,2
3371,148,22,285,-4,1797,243,232,106,3115,WA1,ST40,7
3401,136,24,277,163,3797,249,221,86,3301,WA3,ST33,7
3096,343,15,212,50,4794,189,217,165,700,WA1,ST29,2
3223,201,3,446,39,577,218,242,161,1624,WA3,ST32,2
2894,117,13,371,7,927,241,228,114,2514,WA3,ST32,2
2687,21,19,150,12,1276,204,196,123,1867,WA3,ST33,1
2770,343,23,162,68,2928,168,199,166,1865,WA1,ST29,2
3247,31,16,674,104,2282,214,203,121,2352,WA3,ST24,1
2959,221,10,819,164,2738,208,250,178,1243,WA3,ST34,2
2802,310,42,633,427,711,79,176,218,2236,WA3,ST33,2
3319,209,11,691,92,4235,212,250,172,1956,WA1,ST38,7
3173,113,7,170,25,5612,233,233,132,1958,WA1,ST29,1
3177,261,16,192,37,3931,179,247,206,1385,WA3,ST39,1
2768,41,18,30,6,3841,219,198,107,1181,WA1,ST23,2
3036,83,13,182,29,3007,238,217,108,2007,WA3,ST33,2
3172,12,15,60,6,819,203,207,139,2483,WA1,ST23,1
2834,19,9,30,0,3689,214,220,143,6416,WA1,ST20,2
2482,305,12,437,133,819,187,233,186,1398,WA4,ST6,6
3041,63,7,30,4,4816,226,226,134,706,WA1,ST19,1
3031,352,5,443,48,2984,211,231,158,552,WA3,ST32,2
3006,70,11,361,57,2114,232,218,117,711,WA1,ST30,2
2953,268,24,362,96,2798,151,241,225,693,WA3,ST13,2
3041,352,7,216,53,1180,208,229,158,1302,WA3,ST32,2
3314,279,5,450,81,3152,207,240,172,2160,WA1,ST29,1
3230,177,5,182,27,4872,222,242,155,511,WA1,ST22,1
3179,12,22,351,34,376,192,189,127,2079,WA2,ST32,1
3243,293,12,306,36,1316,187,238,190,2651,WA3,ST32,1
3269,153,19,127,33,3836,239,238,121,3979,WA1,ST39,7
2835,331,17,30,9,2455,179,217,177,2629,WA1,ST23,1
2843,208,25,391,140,644,193,253,184,1910,WA3,ST4,2
2269,269,24,361,117,638,150,240,225,547,WA4,ST6,3
3416,69,4,335,6,927,224,231,143,883,WA2,ST40,7
3206,74,7,0,0,1908,229,227,132,1773,WA3,ST23,1
2821,158,24,361,120,1779,238,235,113,2165,WA3,ST10,2
3388,76,24,270,95,2271,241,187,62,1958,WA3,ST39,7
3053,306,10,306,-15,1974,192,235,183,2182,WA3,ST32,2
3332,229,22,30,0,2036,182,254,202,3692,WA2,ST32,1
3081,215,8,0,0,1917,213,248,171,484,WA3,ST23,2
3260,152,18,402,95,1590,239,238,121,1489,WA2,ST33,1
2917,77,3,42,4,3542,224,233,145,4331,WA1,ST12,2
3288,38,14,780,-2,1756,219,209,122,2801,WA2,ST23,2
3192,5,5,247,7,1698,213,230,154,752,WA2,ST32,1
2794,16,14,212,52,1597,208,211,138,2603,WA1,ST29,2
2407,137,11,150,61,180,238,236,127,600,WA4,ST4,3
2981,210,14,360,9,4457,208,253,177,4811,WA1,ST12,2
3037,110,10,300,38,5202,237,230,123,3181,WA1,ST30,2
3043,75,13,108,3,1194,236,215,108,2174,WA1,ST23,2
3021,333,7,150,30,2876,203,230,166,6154,WA1,ST29,1
2915,329,14,150,29,3240,187,223,176,1849,WA1,ST29,2
2946,323,14,67,11,3844,183,224,181,1263,WA1,ST29,1
3084,310,26,210,63,2873,142,213,207,2595,WA3,ST33,1
3214,13,15,323,28,1148,204,208,139,516,WA2,ST32,1
2951,6,31,150,92,752,166,165,123,3314,WA3,ST24,2
2740,311,9,192,56,1379,195,234,179,2707,WA1,ST29,2
3237,98,7,570,83,1382,231,231,132,2296,WA1,ST38,1
3275,36,2,400,99,3472,219,234,152,2858,WA1,ST23,1
2964,324,10,430,93,1084,194,229,175,1983,WA1,ST12,2
3297,63,5,30,2,3426,225,229,139,2550,WA3,ST23,7
2955,27,13,67,7,3883,214,212,131,2162,WA1,ST23,2
2788,25,10,120,4,2358,215,219,139,1332,WA1,ST12,2
3225,190,21,67,8,3267,216,251,159,751,WA3,ST33,1
3080,153,6,162,0,3690,228,240,146,990,WA1,ST29,1
2935,47,10,30,1,1830,224,218,128,1670,WA1,ST23,1
3002,287,14,258,38,2380,180,239,198,443,WA1,ST29,2
3229,50,11,258,9,2732,225,217,125,934,WA1,ST23,1
3317,43,18,395,83,1680,221,199,107,2202,WA1,ST39,1
3125,359,11,170,23,3059,203,220,154,2337,WA3,ST31,1
3057,354,5,153,44,150,212,231,157,778,WA1,ST22,2
3017,56,3,108,-1,4065,222,232,146,1167,WA1,ST29,2
3165,141,9,30,0,2678,234,238,135,2713,WA1,ST23,1
3532,342,14,371,38,1630,191,218,166,2096,WA2,ST40,7
3224,169,5,390,91,2674,224,242,153,1222,WA3,ST31,2
3060,71,15,212,13,3055,236,210,102,6085,WA1,ST29,1
3006,9,18,816,137,2465,197,202,138,1500,WA3,ST24,2
3232,47,10,255,-7,2706,224,217,127,964,WA1,ST23,1
3427,347,13,807,231,927,196,219,162,888,WA2,ST33,1
2701,91,31,30,0,90,249,175,30,2490,WA1,ST30,5
2959,133,10,30,5,4279,236,236,130,2173,WA1,ST30,2
2761,15,3,30,0,702,217,233,154,2952,WA3,ST20,1
3206,108,11,379,48,534,239,227,117,807,WA2,ST32,2
2873,144,32,85,33,5866,245,216,73,4417,WA1,ST30,2
2995,110,15,228,-1,4222,244,223,104,771,WA1,ST29,2
3016,155,12,0,0,750,234,241,137,1431,WA3,ST23,2
2767,61,22,256,131,270,232,188,77,1681,WA1,ST30,5
2660,22,16,242,84,607,208,205,130,1969,WA1,ST29,2
3393,196,8,153,0,2925,219,247,163,400,WA3,ST38,1
3051,176,4,30,-2,2687,221,241,156,658,WA3,ST23,1
2532,63,10,417,10,1057,229,220,123,4030,WA1,ST18,2
2745,70,17,90,-2,2388,236,205,96,481,WA3,ST10,2
3100,94,19,85,11,1265,246,208,84,871,WA3,ST23,1
2962,288,5,594,66,6069,207,239,171,5854,WA1,ST29,2
2935,147,8,268,15,4831,232,239,140,2638,WA1,ST30,2
3148,160,8,335,54,2340,228,242,146,892,WA3,ST24,1
2918,293,28,240,121,2542,131,221,224,1595,WA3,ST33,1
2204,23,30,108,37,470,188,162,94,446,WA4,ST10,6
2925,276,11,95,11,4772,190,242,192,1818,WA1,ST23,5
3081,276,2,741,121,875,213,239,164,911,WA2,ST23,2
3046,28,10,295,20,361,216,217,136,595,WA3,ST31,2
3212,266,17,564,146,6042,175,245,208,2008,WA1,ST30,2
3180,236,18,402,70,1123,187,253,200,2731,WA3,ST33,1
3182,52,16,95,10,4420,227,203,105,3019,WA1,ST23,1
2955,173,11,90,3,4383,227,245,149,5341,WA1,ST30,2
3181,102,16,42,6,4438,245,217,96,2065,WA1,ST23,1
2801,300,9,175,26,2982,194,236,182,6086,WA1,ST12,2
2335,273,9,175,52,1114,195,243,187,1019,WA4,ST11,6
3184,72,10,636,88,1556,232,220,119,2538,WA3,ST32,1
2950,13,8,108,19,3443,213,225,149,2553,WA1,ST29,2
2893,355,17,182,53,3714,190,208,154,5891,WA1,ST29,2
3245,250,26,120,24,2182,154,247,224,3154,WA1,ST29,1
3101,30,16,467,74,5013,214,204,122,1614,WA1,ST29,1
3240,231,3,234,25,752,214,242,166,994,WA2,ST32,1
3105,116,17,127,2,3896,247,221,96,1230,WA1,ST29,1
2811,326,24,242,77,2610,154,206,188,277,WA3,ST33,1
2611,290,9,90,16,600,195,239,183,1449,WA1,ST12,2
3123,54,9,218,10,4054,225,221,130,3089,WA1,ST29,2
2984,256,20,467,170,1784,171,248,213,713,WA3,ST31,2
2897,183,14,510,97,2403,223,249,155,1798,WA3,ST26,2
2809,94,26,360,160,361,250,191,53,1801,WA1,ST30,5
3135,45,2,516,61,1842,219,235,152,2617,WA3,ST32,1
2922,164,3,255,31,1631,223,240,153,1315,WA3,ST32,2
3014,56,24,466,214,481,228,182,74,1455,WA1,ST29,1
3238,172,7,170,11,3403,225,244,152,1921,WA1,ST38,1
3027,33,7,313,47,4442,219,226,143,693,WA1,ST29,2
2720,124,12,30,3,365,240,231,118,2502,WA1,ST29,2
2830,311,25,182,71,283,144,212,205,1008,WA3,ST22,1
3228,12,8,778,169,1073,212,224,149,1945,WA3,ST32,1
2962,330,9,60,10,1064,199,229,170,2156,WA3,ST32,2
2612,348,6,212,12,778,209,231,160,1248,WA3,ST10,3
2638,151,10,342,182,1015,233,240,138,1053,WA3,ST3,3
2154,55,31,30,13,376,222,160,49,916,WA4,ST1,6
2893,290,13,30,7,5997,182,238,195,4809,WA1,ST30,2
2698,104,2,150,4,757,222,236,150,1252,WA1,ST23,2
3360,230,27,769,-106,3587,167,252,211,2482,WA1,ST39,1
3181,63,12,0,0,1182,230,216,117,1476,WA1,ST29,1
3111,308,11,295,-9,2295,189,233,184,2391,WA3,ST32,2
3411,1,40,268,142,4692,135,136,116,4071,WA3,ST39,7
3134,245,15,404,73,5886,189,251,198,1853,WA1,ST30,2
2948,294,14,283,-26,1025,179,236,196,853,WA3,ST32,2
3003,129,6,256,40,4012,231,236,138,1277,WA1,ST29,2
2970,60,10,469,42,2002,228,219,123,912,WA3,ST31,1
3295,27,4,0,0,4242,218,230,149,3833,WA1,ST38,7
2995,343,16,0,0,1361,187,215,166,1500,WA3,ST23,2
2835,139,9,30,0,1660,234,238,135,1919,WA3,ST4,2
2583,75,5,218,35,1350,226,231,140,4808,WA1,ST18,2
2978,256,8,630,78,5950,202,245,182,6230,WA1,ST29,2
3352,6,12,153,48,2429,205,216,148,560,WA3,ST39,7
3406,309,18,484,65,1679,169,226,196,644,WA3,ST39,7
3088,347,12,124,25,488,197,221,161,1383,WA1,ST22,2
2546,12,20,120,48,601,196,196,132,1282,WA3,ST10,2
2949,55,19,283,40,4682,228,197,94,4164,WA1,ST23,1
3217,90,2,0,0,5925,222,236,150,537,WA1,ST23,1
2998,16,11,175,10,5194,211,217,142,4680,WA1,ST29,2
3031,64,26,510,6,2207,233,178,61,1936,WA3,ST33,1
2186,99,26,470,167,560,252,193,53,361,WA4,ST1,3
3043,347,9,228,20,4643,202,225,161,997,WA1,ST29,1
3104,117,13,212,13,134,241,228,114,3636,WA2,ST22,2
3021,106,6,1008,102,5550,231,232,135,5841,WA1,ST29,2
2976,67,16,319,86,4595,234,206,99,3568,WA1,ST29,2
2962,43,8,127,22,1521,222,223,136,510,WA3,ST32,2
2815,75,31,60,-42,330,240,166,34,2201,WA1,ST30,2
3297,21,18,150,27,3862,206,199,126,1898,WA1,ST38,1
3135,11,8,0,0,1595,212,224,150,537,WA3,ST31,1
3068,0,29,618,213,631,164,172,135,1533,WA1,ST30,2
3037,70,5,268,0,3552,225,230,140,2758,WA1,ST30,1
3314,85,10,60,0,1182,235,222,118,1380,WA2,ST38,7
2599,142,21,270,61,1065,245,230,103,1082,WA3,ST4,3
2903,35,10,342,14,2393,219,218,134,1348,WA3,ST24,1
3297,140,11,0,0,1371,236,237,130,1273,WA1,ST35,1
2619,336,14,514,108,690,187,220,171,981,WA4,ST11,3
2889,150,14,218,54,2952,238,239,127,3137,WA1,ST30,2
2521,324,11,201,38,395,192,228,176,1621,WA4,ST6,3
2636,142,8,120,-3,1057,232,238,139,722,WA3,ST17,5
3018,158,11,757,109,5670,232,242,140,3123,WA1,ST29,2
3304,9,16,721,186,3204,200,206,140,722,WA3,ST24,1
3204,169,18,240,26,2197,231,244,138,1624,WA3,ST27,1
2669,268,24,85,23,1549,150,241,225,1170,WA3,ST13,2
2937,295,16,342,59,1188,173,234,201,1860,WA1,ST29,2
2943,351,16,108,5,1566,190,212,158,1515,WA3,ST33,2
2975,135,4,108,23,3355,226,238,146,6541,WA1,ST29,2
3057,86,14,480,30,6696,239,216,105,2707,WA1,ST29,2
3162,228,6,90,15,865,211,246,172,1613,WA3,ST23,1
3191,63,11,30,6,1489,230,218,121,2489,WA3,ST33,1
3224,46,15,67,9,1698,223,205,111,2444,WA1,ST29,1
3265,136,27,661,42,2890,249,218,78,2794,WA3,ST33,1
3050,187,12,85,9,5242,221,249,159,1668,WA1,ST29,1
3024,108,17,993,226,3154,246,219,96,914,WA3,ST10,2
3239,50,11,270,-11,661,225,217,125,2343,WA1,ST22,1
3069,192,10,361,-59,1920,219,248,162,3852,WA1,ST23,1
3011,77,5,153,-8,4202,227,230,138,1179,WA1,ST29,2
2185,121,28,150,85,819,254,205,59,201,WA4,ST3,4
2242,335,23,67,14,1489,163,203,175,360,WA4,ST10,6
2968,53,7,277,4,4831,224,225,135,2402,WA1,ST29,1
2110,163,7,0,0,1195,227,242,148,1266,WA4,ST17,4
2713,10,12,134,45,1159,207,216,145,3102,WA1,ST30,2
3073,28,8,85,3,4166,217,223,141,2698,WA1,ST29,1
2890,207,25,764,120,4194,194,253,182,1503,WA3,ST13,2
2913,245,16,481,122,2220,187,251,200,1879,WA3,ST33,2
2481,62,9,175,38,190,228,221,125,1786,WA4,ST6,3
2697,207,29,150,84,2110,188,252,183,459,WA3,ST4,3
3257,158,25,408,108,1410,238,235,112,1645,WA2,ST33,1
2878,234,17,127,37,799,190,253,197,150,WA3,ST32,2
3197,216,11,382,77,5883,209,250,176,3181,WA1,ST22,2
3249,280,18,42,6,4663,169,239,209,876,WA1,ST29,2
2735,359,19,90,29,3032,189,202,148,1826,WA1,ST29,2
2811,62,12,175,22,2689,230,215,115,4328,WA1,ST12,2
3064,131,10,618,5,1704,237,235,128,2479,WA1,ST29,2
3064,333,18,108,33,3007,175,214,176,560,WA1,ST23,1
3352,61,10,579,67,1697,228,220,124,2032,WA1,ST38,1
3027,263,11,721,36,5861,193,246,192,5315,WA1,ST29,1
2932,98,20,120,16,4652,248,208,80,6307,WA1,ST29,2
2753,169,6,67,11,1604,225,243,152,2440,WA1,ST12,2
2902,86,31,218,102,785,247,171,29,721,WA1,ST29,2
